id,time,cost,period_start,period_end,cost_per_hour,cost_so_far,service,description,invoice_id,project_id,notes,filter,balance,machineType,compute_server_id,diskSizeGb
132905,2025-03-27T23:46:28.693Z,0.001,2025-03-27T23:46:28.693Z,2025-03-27T23:47:30.324Z,0.0014246575,,compute-server,"{'type': 'compute-server', 'state': 'off', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 20, 'externalIp': True, 'machineType': 'c2-standard-8', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7401}",,3b6964ea-f52e-446c-87d5-eb10f22d47b2,,"{""id"":132905,""time"":""2025-03-27t23:46:28.693z"",""cost"":0.001,""period_start"":""2025-03-27t23:46:28.693z"",""period_end"":""2025-03-27t23:47:30.324z"",""cost_per_hour"":0.0014246575,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""off"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":20,""externalip"":true,""machinetype"":""c2-standard-8"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7401},""invoice_id"":null,""project_id"":""3b6964ea-f52e-446c-87d5-eb10f22d47b2"",""notes"":null}",-0.8467259034,c2-standard-8,7401,20
132857,2025-03-27T22:13:07.800Z,0.08614357,2025-03-27T22:13:07.800Z,2025-03-27T23:49:33.966Z,0.05359626,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 20, 'externalIp': True, 'machineType': 'c2-standard-8', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7418}",,8e6c04ec-ed35-462a-bbbc-7de31c72ac86,,"{""id"":132857,""time"":""2025-03-27t22:13:07.800z"",""cost"":0.08614357,""period_start"":""2025-03-27t22:13:07.800z"",""period_end"":""2025-03-27t23:49:33.966z"",""cost_per_hour"":0.05359626,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":20,""externalip"":true,""machinetype"":""c2-standard-8"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7418},""invoice_id"":null,""project_id"":""8e6c04ec-ed35-462a-bbbc-7de31c72ac86"",""notes"":null}",-0.8412079034,c2-standard-8,7418,20
132856,2025-03-27T22:13:07.670Z,0.08522898,2025-03-27T22:13:07.670Z,2025-03-27T23:48:32.404Z,0.05359626,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 20, 'externalIp': True, 'machineType': 'c2-standard-8', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7421}",,f3ce9277-6bd5-486f-be64-08fa087b18b9,,"{""id"":132856,""time"":""2025-03-27t22:13:07.670z"",""cost"":0.08522898,""period_start"":""2025-03-27t22:13:07.670z"",""period_end"":""2025-03-27t23:48:32.404z"",""cost_per_hour"":0.05359626,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":20,""externalip"":true,""machinetype"":""c2-standard-8"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7421},""invoice_id"":null,""project_id"":""f3ce9277-6bd5-486f-be64-08fa087b18b9"",""notes"":null}",-0.7550643334,c2-standard-8,7421,20
132855,2025-03-27T22:13:07.650Z,0.08430392,2025-03-27T22:13:07.650Z,2025-03-27T23:47:30.249Z,0.05359626,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 20, 'externalIp': True, 'machineType': 'c2-standard-8', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7407}",,c1ca023b-5014-40ae-96a6-38d2593fd387,,"{""id"":132855,""time"":""2025-03-27t22:13:07.650z"",""cost"":0.08430392,""period_start"":""2025-03-27t22:13:07.650z"",""period_end"":""2025-03-27t23:47:30.249z"",""cost_per_hour"":0.05359626,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":20,""externalip"":true,""machinetype"":""c2-standard-8"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7407},""invoice_id"":null,""project_id"":""c1ca023b-5014-40ae-96a6-38d2593fd387"",""notes"":null}",-0.6698353534,c2-standard-8,7407,20
132854,2025-03-27T22:13:07.628Z,0.08686012,2025-03-27T22:13:07.628Z,2025-03-27T23:50:21.924Z,0.05359626,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 20, 'externalIp': True, 'machineType': 'c2-standard-8', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7416}",,b35b082b-a3c3-408b-948e-58a868779e1c,,"{""id"":132854,""time"":""2025-03-27t22:13:07.628z"",""cost"":0.08686012,""period_start"":""2025-03-27t22:13:07.628z"",""period_end"":""2025-03-27t23:50:21.924z"",""cost_per_hour"":0.05359626,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":20,""externalip"":true,""machinetype"":""c2-standard-8"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7416},""invoice_id"":null,""project_id"":""b35b082b-a3c3-408b-948e-58a868779e1c"",""notes"":null}",-0.5855314334,c2-standard-8,7416,20
132853,2025-03-27T22:13:07.486Z,0.08640813,2025-03-27T22:13:07.486Z,2025-03-27T23:49:51.422Z,0.05359626,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 20, 'externalIp': True, 'machineType': 'c2-standard-8', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7424}",,8b4ffd18-bb23-4915-a5b5-e36d4c1735b9,,"{""id"":132853,""time"":""2025-03-27t22:13:07.486z"",""cost"":0.08640813,""period_start"":""2025-03-27t22:13:07.486z"",""period_end"":""2025-03-27t23:49:51.422z"",""cost_per_hour"":0.05359626,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":20,""externalip"":true,""machinetype"":""c2-standard-8"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7424},""invoice_id"":null,""project_id"":""8b4ffd18-bb23-4915-a5b5-e36d4c1735b9"",""notes"":null}",-0.4986713134,c2-standard-8,7424,20
132852,2025-03-27T22:13:07.460Z,0.083846405,2025-03-27T22:13:07.460Z,2025-03-27T23:46:59.328Z,0.05359626,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 20, 'externalIp': True, 'machineType': 'c2-standard-8', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7409}",,0418f82f-0a4b-4ed1-9e98-f3cf08846603,,"{""id"":132852,""time"":""2025-03-27t22:13:07.460z"",""cost"":0.083846405,""period_start"":""2025-03-27t22:13:07.460z"",""period_end"":""2025-03-27t23:46:59.328z"",""cost_per_hour"":0.05359626,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":20,""externalip"":true,""machinetype"":""c2-standard-8"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7409},""invoice_id"":null,""project_id"":""0418f82f-0a4b-4ed1-9e98-f3cf08846603"",""notes"":null}",-0.4122631834,c2-standard-8,7409,20
132851,2025-03-27T22:13:07.439Z,0.08454898,2025-03-27T22:13:07.439Z,2025-03-27T23:47:46.498Z,0.05359626,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 20, 'externalIp': True, 'machineType': 'c2-standard-8', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7417}",,9e7b601b-4d71-44bf-87ac-2951de80914c,,"{""id"":132851,""time"":""2025-03-27t22:13:07.439z"",""cost"":0.08454898,""period_start"":""2025-03-27t22:13:07.439z"",""period_end"":""2025-03-27t23:47:46.498z"",""cost_per_hour"":0.05359626,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":20,""externalip"":true,""machinetype"":""c2-standard-8"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7417},""invoice_id"":null,""project_id"":""9e7b601b-4d71-44bf-87ac-2951de80914c"",""notes"":null}",-0.3284167784,c2-standard-8,7417,20
132850,2025-03-27T22:13:07.416Z,0.08316332,2025-03-27T22:13:07.416Z,2025-03-27T23:46:13.402Z,0.05359626,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 20, 'externalIp': True, 'machineType': 'c2-standard-8', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7401}",,3b6964ea-f52e-446c-87d5-eb10f22d47b2,,"{""id"":132850,""time"":""2025-03-27t22:13:07.416z"",""cost"":0.08316332,""period_start"":""2025-03-27t22:13:07.416z"",""period_end"":""2025-03-27t23:46:13.402z"",""cost_per_hour"":0.05359626,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":20,""externalip"":true,""machinetype"":""c2-standard-8"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7401},""invoice_id"":null,""project_id"":""3b6964ea-f52e-446c-87d5-eb10f22d47b2"",""notes"":null}",-0.2438677984,c2-standard-8,7401,20
132849,2025-03-27T22:13:07.393Z,0.083619736,2025-03-27T22:13:07.393Z,2025-03-27T23:46:44.036Z,0.05359626,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 20, 'externalIp': True, 'machineType': 'c2-standard-8', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7415}",,75386df1-44db-4b3f-a21a-46faa6def380,,"{""id"":132849,""time"":""2025-03-27t22:13:07.393z"",""cost"":0.083619736,""period_start"":""2025-03-27t22:13:07.393z"",""period_end"":""2025-03-27t23:46:44.036z"",""cost_per_hour"":0.05359626,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":20,""externalip"":true,""machinetype"":""c2-standard-8"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7415},""invoice_id"":null,""project_id"":""75386df1-44db-4b3f-a21a-46faa6def380"",""notes"":null}",-0.1607044784,c2-standard-8,7415,20
132848,2025-03-27T22:13:06.973Z,0.13898617,2025-03-27T22:13:06.973Z,2025-03-28T00:48:42.516Z,0.05359626,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 20, 'externalIp': True, 'machineType': 'c2-standard-8', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7411}",,02dca5a6-92da-4805-b9d9-9d5076ba3a94,,"{""id"":132848,""time"":""2025-03-27t22:13:06.973z"",""cost"":0.13898617,""period_start"":""2025-03-27t22:13:06.973z"",""period_end"":""2025-03-28t00:48:42.516z"",""cost_per_hour"":0.05359626,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":20,""externalip"":true,""machinetype"":""c2-standard-8"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7411},""invoice_id"":null,""project_id"":""02dca5a6-92da-4805-b9d9-9d5076ba3a94"",""notes"":null}",-0.0770847424,c2-standard-8,7411,20
132847,2025-03-27T22:13:06.895Z,0.084082216,2025-03-27T22:13:06.895Z,2025-03-27T23:47:14.602Z,0.05359626,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 20, 'externalIp': True, 'machineType': 'c2-standard-8', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7410}",,e869b46b-acbd-4e53-9722-d41f41348050,,"{""id"":132847,""time"":""2025-03-27t22:13:06.895z"",""cost"":0.084082216,""period_start"":""2025-03-27t22:13:06.895z"",""period_end"":""2025-03-27t23:47:14.602z"",""cost_per_hour"":0.05359626,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":20,""externalip"":true,""machinetype"":""c2-standard-8"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7410},""invoice_id"":null,""project_id"":""e869b46b-acbd-4e53-9722-d41f41348050"",""notes"":null}",0.0619014276,c2-standard-8,7410,20
132846,2025-03-27T22:13:06.031Z,0.08525408,2025-03-27T22:13:06.031Z,2025-03-27T23:48:32.451Z,0.05359626,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 20, 'externalIp': True, 'machineType': 'c2-standard-8', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7406}",,40c3c5cf-dc6e-4545-9e84-0d59c486f90d,,"{""id"":132846,""time"":""2025-03-27t22:13:06.031z"",""cost"":0.08525408,""period_start"":""2025-03-27t22:13:06.031z"",""period_end"":""2025-03-27t23:48:32.451z"",""cost_per_hour"":0.05359626,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":20,""externalip"":true,""machinetype"":""c2-standard-8"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7406},""invoice_id"":null,""project_id"":""40c3c5cf-dc6e-4545-9e84-0d59c486f90d"",""notes"":null}",0.1459836436,c2-standard-8,7406,20
132845,2025-03-27T22:13:06.011Z,0.085026495,2025-03-27T22:13:06.011Z,2025-03-27T23:48:17.144Z,0.05359626,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 20, 'externalIp': True, 'machineType': 'c2-standard-8', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7414}",,9f166a44-3293-4cfb-865a-01a5eebecca5,,"{""id"":132845,""time"":""2025-03-27t22:13:06.011z"",""cost"":0.085026495,""period_start"":""2025-03-27t22:13:06.011z"",""period_end"":""2025-03-27t23:48:17.144z"",""cost_per_hour"":0.05359626,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":20,""externalip"":true,""machinetype"":""c2-standard-8"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7414},""invoice_id"":null,""project_id"":""9f166a44-3293-4cfb-865a-01a5eebecca5"",""notes"":null}",0.2312377236,c2-standard-8,7414,20
132844,2025-03-27T22:13:05.989Z,0.0834129,2025-03-27T22:13:05.989Z,2025-03-27T23:46:28.739Z,0.05359626,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 20, 'externalIp': True, 'machineType': 'c2-standard-8', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7402}",,2785ee12-5041-4186-9a51-f5eae67d9e61,,"{""id"":132844,""time"":""2025-03-27t22:13:05.989z"",""cost"":0.0834129,""period_start"":""2025-03-27t22:13:05.989z"",""period_end"":""2025-03-27t23:46:28.739z"",""cost_per_hour"":0.05359626,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":20,""externalip"":true,""machinetype"":""c2-standard-8"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7402},""invoice_id"":null,""project_id"":""2785ee12-5041-4186-9a51-f5eae67d9e61"",""notes"":null}",0.3162642186,c2-standard-8,7402,20
132843,2025-03-27T22:13:05.968Z,0.08571209,2025-03-27T22:13:05.968Z,2025-03-27T23:49:03.152Z,0.05359626,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 20, 'externalIp': True, 'machineType': 'c2-standard-8', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7408}",,9f5a84fd-7995-4ce3-9132-3ade01eef80e,,"{""id"":132843,""time"":""2025-03-27t22:13:05.968z"",""cost"":0.08571209,""period_start"":""2025-03-27t22:13:05.968z"",""period_end"":""2025-03-27t23:49:03.152z"",""cost_per_hour"":0.05359626,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":20,""externalip"":true,""machinetype"":""c2-standard-8"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7408},""invoice_id"":null,""project_id"":""9f5a84fd-7995-4ce3-9132-3ade01eef80e"",""notes"":null}",0.3996771186,c2-standard-8,7408,20
132842,2025-03-27T22:13:05.948Z,0.0861712,2025-03-27T22:13:05.948Z,2025-03-27T23:49:33.970Z,0.05359626,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 20, 'externalIp': True, 'machineType': 'c2-standard-8', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7425}",,19b6c206-827f-4096-9b64-8a9baf4ecc0e,,"{""id"":132842,""time"":""2025-03-27t22:13:05.948z"",""cost"":0.0861712,""period_start"":""2025-03-27t22:13:05.948z"",""period_end"":""2025-03-27t23:49:33.970z"",""cost_per_hour"":0.05359626,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":20,""externalip"":true,""machinetype"":""c2-standard-8"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7425},""invoice_id"":null,""project_id"":""19b6c206-827f-4096-9b64-8a9baf4ecc0e"",""notes"":null}",0.4853892086,c2-standard-8,7425,20
132841,2025-03-27T22:13:05.921Z,0.13809103,2025-03-27T22:13:05.921Z,2025-03-28T00:47:41.339Z,0.05359626,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 20, 'externalIp': True, 'machineType': 'c2-standard-8', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7412}",,c055da69-b2dd-4778-97a3-9c186754a109,,"{""id"":132841,""time"":""2025-03-27t22:13:05.921z"",""cost"":0.13809103,""period_start"":""2025-03-27t22:13:05.921z"",""period_end"":""2025-03-28t00:47:41.339z"",""cost_per_hour"":0.05359626,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":20,""externalip"":true,""machinetype"":""c2-standard-8"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7412},""invoice_id"":null,""project_id"":""c055da69-b2dd-4778-97a3-9c186754a109"",""notes"":null}",0.5715604086,c2-standard-8,7412,20
132840,2025-03-27T22:13:05.880Z,0.084097594,2025-03-27T22:13:05.880Z,2025-03-27T23:47:14.620Z,0.05359626,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 20, 'externalIp': True, 'machineType': 'c2-standard-8', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7403}",,efb3a55d-36a1-4c57-a81e-ebbfa51cf6a5,,"{""id"":132840,""time"":""2025-03-27t22:13:05.880z"",""cost"":0.084097594,""period_start"":""2025-03-27t22:13:05.880z"",""period_end"":""2025-03-27t23:47:14.620z"",""cost_per_hour"":0.05359626,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":20,""externalip"":true,""machinetype"":""c2-standard-8"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7403},""invoice_id"":null,""project_id"":""efb3a55d-36a1-4c57-a81e-ebbfa51cf6a5"",""notes"":null}",0.7096514386,c2-standard-8,7403,20
132839,2025-03-27T22:13:05.415Z,0.085263,2025-03-27T22:13:05.414Z,2025-03-27T23:48:32.433Z,0.05359626,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 20, 'externalIp': True, 'machineType': 'c2-standard-8', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7405}",,7cc205d7-4d68-4202-827c-0d03275ac596,,"{""id"":132839,""time"":""2025-03-27t22:13:05.415z"",""cost"":0.085263,""period_start"":""2025-03-27t22:13:05.414z"",""period_end"":""2025-03-27t23:48:32.433z"",""cost_per_hour"":0.05359626,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":20,""externalip"":true,""machinetype"":""c2-standard-8"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7405},""invoice_id"":null,""project_id"":""7cc205d7-4d68-4202-827c-0d03275ac596"",""notes"":null}",0.7937490326,c2-standard-8,7405,20
132838,2025-03-27T22:13:05.393Z,0.08666614,2025-03-27T22:13:05.393Z,2025-03-27T23:50:06.659Z,0.05359626,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 20, 'externalIp': True, 'machineType': 'c2-standard-8', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7413}",,f6ba4a5f-9295-45f2-b933-f8d369ed0246,,"{""id"":132838,""time"":""2025-03-27t22:13:05.393z"",""cost"":0.08666614,""period_start"":""2025-03-27t22:13:05.393z"",""period_end"":""2025-03-27t23:50:06.659z"",""cost_per_hour"":0.05359626,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":20,""externalip"":true,""machinetype"":""c2-standard-8"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7413},""invoice_id"":null,""project_id"":""f6ba4a5f-9295-45f2-b933-f8d369ed0246"",""notes"":null}",0.8790120326,c2-standard-8,7413,20
